event_id,ticker,event_type,market_kind,window_days,n_base,baseline_fallback,abnormal_move,abn_logodds,abn_scaled,time_to_50h,avg_spread,n_trades,vol_window,vol_base_daily,d_oi,pre_mid,surprise,moneyness_steps,cell,pair_source
aj_brown_to_patriots,KXFED-26SEP-T5.00,unscheduled_sports,macro_bucket,5,9,False,,,,,0.0325,,0.0,9.153846153846153,0.0,,,,cross_sports_on_macro,primary_pull
aj_brown_to_patriots,KXCPI-26JUL-T0.5,unscheduled_sports,macro_bucket,5,25,False,-0.12999999999999995,-0.696238373129618,-0.4062499999999999,7.666666666666667,0.128,,210.38,151.2,-14.990000000000236,0.19,,,cross_sports_on_macro,primary_pull
aj_brown_to_patriots,KXCPI-26JUL-T0.4,unscheduled_sports,macro_bucket,5,24,False,0.01749999999999996,0.07178888810259026,0.04242424242424232,7.666666666666667,0.7959999999999999,,269.0,43.0,-13.0,0.5599999999999999,,,cross_sports_on_macro,primary_pull
giannis_to_heat,KXCPI-26AUG-T0.5,unscheduled_sports,macro_bucket,5,22,False,-0.19,-1.243443236546566,-0.6333333333333334,0.16666666666666666,0.094,,1.0,21.866818181818182,-1.0,0.115,,,cross_sports_on_macro,primary_pull
giannis_to_heat,KXCPI-26AUG-T0.4,unscheduled_sports,macro_bucket,5,21,False,-0.22476190476190488,-1.1731731019573393,-0.576664630421503,0.16666666666666666,0.076,,1.0,38.266666666666666,0.0,0.15000000000000002,,,cross_sports_on_macro,primary_pull
jaylen_brown_to_76ers,KXCPI-26AUG-T0.5,unscheduled_sports,macro_bucket,5,24,False,-0.13395833333333335,-1.039855674116851,-0.5850773430391265,5.666666666666667,0.05750000000000001,,7.0,13.5025,-4.0,0.11499999999999999,,,cross_sports_on_macro,primary_pull
jaylen_brown_to_76ers,KXCPI-26AUG-T0.4,unscheduled_sports,macro_bucket,5,19,False,-0.18315789473684208,-1.0952043985461324,-0.575682382133995,5.666666666666667,0.07,,13.0,47.50473684210527,0.0,0.14500000000000002,,,cross_sports_on_macro,primary_pull
mike_conley_to_celtics,KXCPI-26AUG-T0.5,unscheduled_sports,macro_bucket,5,24,False,-0.13395833333333335,-1.039855674116851,-0.5850773430391265,13.033333333333333,0.05750000000000001,,7.0,13.5025,-4.0,0.11499999999999999,,,cross_sports_on_macro,primary_pull
mike_conley_to_celtics,KXCPI-26AUG-T0.4,unscheduled_sports,macro_bucket,5,19,False,-0.18315789473684208,-1.0952043985461324,-0.575682382133995,13.033333333333333,0.07,,13.0,47.50473684210527,0.0,0.14500000000000002,,,cross_sports_on_macro,primary_pull
mitchell_robinson_to_celtics,KXCPI-26AUG-T0.5,unscheduled_sports,macro_bucket,5,24,False,-0.13395833333333335,-1.039855674116851,-0.5850773430391265,12.35,0.05750000000000001,,7.0,13.5025,-4.0,0.11499999999999999,,,cross_sports_on_macro,primary_pull
mitchell_robinson_to_celtics,KXCPI-26AUG-T0.4,unscheduled_sports,macro_bucket,5,19,False,-0.18315789473684208,-1.0952043985461324,-0.575682382133995,12.35,0.07,,13.0,47.50473684210527,0.0,0.14500000000000002,,,cross_sports_on_macro,primary_pull
neemias_queta_extension,KXCPI-26AUG-T0.5,unscheduled_sports,macro_bucket,5,24,False,-0.11270833333333335,-0.9152633141329642,-0.5426278836509529,38.11666666666667,0.060000000000000005,,22.5,13.335833333333333,11.5,0.11,,,cross_sports_on_macro,primary_pull
neemias_queta_extension,KXCPI-26AUG-T0.4,unscheduled_sports,macro_bucket,5,19,False,-0.1478947368421053,-0.9096591408894427,-0.513711151736746,14.116666666666667,0.09,,13.0,47.45210526315789,0.0,0.155,,,cross_sports_on_macro,primary_pull
donovan_mitchell_extension,KXCPI-26AUG-T0.5,unscheduled_sports,macro_bucket,5,24,False,0.11499999999999996,0.6552133653563255,0.6571428571428569,113.98333333333333,0.158,,71.5,13.294166666666667,48.0,0.095,,,cross_sports_on_macro,primary_pull
donovan_mitchell_extension,KXCPI-26AUG-T0.4,unscheduled_sports,macro_bucket,5,19,False,,,,,0.6519999999999999,,0.0,47.66263157894736,0.0,0.14,,,cross_sports_on_macro,primary_pull
dlo_six_team_trade,KXCPI-26AUG-T0.5,unscheduled_sports,macro_bucket,5,24,False,0.11499999999999996,0.6552133653563255,0.6571428571428569,99.11666666666666,0.158,,71.5,13.294166666666667,48.0,0.095,,,cross_sports_on_macro,primary_pull
dlo_six_team_trade,KXCPI-26AUG-T0.4,unscheduled_sports,macro_bucket,5,19,False,,,,,0.6519999999999999,,0.0,47.66263157894736,0.0,0.14,,,cross_sports_on_macro,primary_pull
jordan_walsh_extension,KXFED-26OCT-T5.25,unscheduled_sports,macro_bucket,5,9,True,,,,,0.02,,0.0,58.666666666666664,0.0,,,,cross_sports_on_macro,primary_pull
jordan_walsh_extension,KXFED-26OCT-T5.00,unscheduled_sports,macro_bucket,5,12,False,-0.028333333333333335,-1.0900585817717943,-0.6538461538461539,63.55,0.013333333333333334,,13.0,17.125,13.0,,,,cross_sports_on_macro,primary_pull
jordan_walsh_extension,KXCPI-26OCT-T0.5,unscheduled_sports,macro_bucket,5,14,False,,,,,0.99,,0.0,2.8125,0.0,,,,cross_sports_on_macro,rescue_next_far_expiry
jordan_walsh_extension,KXCPI-26OCT-T0.4,unscheduled_sports,macro_bucket,5,9,False,,,,,0.99,,0.0,2.533333333333333,0.0,,,,cross_sports_on_macro,rescue_next_far_expiry
lebron_to_76ers,KXFED-26OCT-T5.25,unscheduled_sports,macro_bucket,5,9,True,,,,,0.015,,0.0,54.15384615384615,0.0,,,,cross_sports_on_macro,primary_pull
lebron_to_76ers,KXFED-26OCT-T5.00,unscheduled_sports,macro_bucket,5,11,False,-0.027727272727272732,-1.0753405296459615,-0.6489361702127661,31.433333333333334,0.01,,13.0,15.125,11.0,,,,cross_sports_on_macro,primary_pull
lebron_to_76ers,KXCPI-26OCT-T0.5,unscheduled_sports,macro_bucket,5,14,False,,,,,0.69,,0.0,2.8125,0.0,,,,cross_sports_on_macro,rescue_next_far_expiry
lebron_to_76ers,KXCPI-26OCT-T0.4,unscheduled_sports,macro_bucket,5,9,False,,,,,0.74,,0.0,2.533333333333333,0.0,,,,cross_sports_on_macro,rescue_next_far_expiry
brian_oneill_extension,KXFED-26OCT-T5.25,unscheduled_sports,macro_bucket,5,8,True,,,,,0.014000000000000002,,0.0,41.411764705882355,0.0,,,,cross_sports_on_macro,primary_pull
brian_oneill_extension,KXFED-26OCT-T5.00,unscheduled_sports,macro_bucket,5,9,False,,,,,0.014000000000000002,,11.0,11.88888888888889,0.0,0.015,,,cross_sports_on_macro,primary_pull
brian_oneill_extension,KXCPI-26OCT-T0.5,unscheduled_sports,macro_bucket,5,14,False,,,,,0.39,,0.0,2.3684210526315788,0.0,,,,cross_sports_on_macro,rescue_next_far_expiry
brian_oneill_extension,KXCPI-26OCT-T0.4,unscheduled_sports,macro_bucket,5,9,False,0.04388888888888892,0.17639072140137751,0.0983810709838108,37.6,0.492,,64.0,2.111111111111111,64.0,,,,cross_sports_on_macro,rescue_next_far_expiry
